SentenceID,Sentence,SentimentID
666, No!,1
667," [singing] Bravely ran away, away.",2
668, I didn't!,1
669," [singing] When danger reared its ugly head, he bravely turned his tail and fled.",2
670, No!,1
671," [singing] Yes, brave Sir Robin turned about",2
672, I didn't!,1
673," [singing] And gallantly, he chickened out.",2
674,"Bravely taking to his feet,",2
675, I never did!,1
676, [singing],0
677,"He beat a very brave retreat,",1
678, All lies!,1
679," [singing] Bravest of the brave, Sir Robin.",2
680, I never!,1
681," [chanting] Pie Iesu domine, dona eis requiem.",0
682, Heh heh heeh ooh...,0
683," [chanting] Pie Iesu domine,...",0
684, Wayy!,0
685,"Ho ho. Woa, wayy!",0
686,Heh heh heh heh ho! Heh heh heh!,0
687, [chanting] ...dona eis requiem.,0
688, Wayy!,0
689,Wayy!,0
690," [whispering] Forgive me, for I have sinned.",4
691, Oh! Oooo.,0
692, The Oral Sects or Sir Gallahad Faces Peril Valiantly,0
693,The Tale of Sir Galahad.,0
694, Open the door! Open the door!,3
695,"In the name of King Arthur, open the door!",3
696, Hello!,4
697," Welcome, gentle Sir Knight.",4
698,Welcome to the Castle Anthrax.,4
699, The Castle Anthrax?,3
700," Yes. Oh, it's not a very good name, is it?",3
701,"Oh, but we are nice and we will attend to your every, every need!",4
702, You are the keepers of the Holy Grail?,3
703, The what?,3
704," The Grail, it is here.",3
705," Oh, but you are tired and you must rest awhile.",4
706,Midget!,3
707,Crapper!,3
708," Yes, O Zoot?",3
709, Prepare a bed for our guest.,4
710," Oh, thank you!",4
711,Thank you!,4
712,Thank you!,4
713,Thank you!,4
714,Thank you!,4
715,Thank you!...,4
716, Away!,1
717,"Away, varletesses.",1
718,"The beds here are warm and soft and very, very big.",4
719," Well, look, I-- I, uh--",3
720," What is your name, handsome knight?",3
721, 'Sir Galahad... the Chaste'.,3
722, Mine is 'Zoot'.,3
723,Just 'Zoot'.,3
724,"Oh, but come.",3
725," Look, please!",3
726,"In God's name, show me the Grail!",3
727," Oh, you have suffered much.",1
728,You are delirious.,1
729," No, look. I have seen it!",3
730,It is here in this--,3
731, Sir Galahad!,3
732,You would not be so ungallant as to refuse our hospitality.,1
733," Well, I-- I, uh--",3
734," Oh, I am afraid our life must seem very dull and quiet compared to yours.",1
735,"We are but eight score young blondes and brunettes, all between sixteen and nineteen-and-a-half, cut off in this castle with no one to protect us.",1
736,Oooh.,5
737," bathing, dressing, undressing, knitting exciting underwear.",1
738,We are just not used to handsome knights.,1
739,"Nay, Nay.",1
740,"Come, Come.",3
741,You may lie here.,4
742,"Oh, but you are wounded!",1
743," No, no.",1
744,It's-- it's nothing.,1
745," Oh, you must see the doctors immediately!",3
746,"No, no, please!",1
747,Lie down.,3
748," Well, what seems to be the trouble?",3
749, They're doctors?!,3
750," Uh, they... have a basic medical training, yes.",4
751, B-- but--,3
752," Oh, come. Come. You must try to rest.",4
753,Doctor Piglet!,3
754,Doctor Winston!,3
755,Practise your art.,3
756, Try to relax.,4
757, Are you sure that's absolutely necessary?,3
758, We must examine you.,3
759, There's nothing wrong with that!,1
760, Please.,3
761,We are doctors.,3
762, Look!,3
763,This cannot be.,1
764,I am sworn to chastity.,3
765, Back to your bed! At once!,1
766, Torment me no longer. I have seen the Grail!,1
767, There's no grail here.,1
768, I have seen it!,4
769,I have seen it!,4
770,I have seen--,4
771, Hello.,4
772, Oh.,5
773, Hello.,4
774,Hello.,4
775,Hello.,4
776,Hello.,4
777,Hello.,4
778,Hello.,4
779,Hello.,4
780,Hello.,4
781,Hello.,4
782,Hello.,4
783,Hello.,4
784,Hello.,4
785,Hello.,4
786,Hello.,4
787,Hello.,4
788,Hello.,4
789,Hello.,4
790,Hello.,4
791,Hello.,4
792,Hello.,4
793,Hello.,4
794,Hello.,4
795,Hello.,4
796, Zoot!,5
797," No, I am Zoot's identical twin sister, Dingo.",1
798," Oh, well, excuse me, I--",3
799, Where are you going?,3
800, I seek the Grail!,4
801,"I have seen it, here in this castle!",4
802," Oh, no. Oh, no!",1
803,"Bad, bad Zoot!",1
804," Well, what is it?",3
805," Oh, wicked, bad, naughty Zoot!",1
806,"She has been setting alight to our beacon, which, I have just remembered, is grail-shaped.",1
807,It's not the first time we've had this problem.,1
808, It's not the real Grail?,3
809," Oh, wicked, bad, naughty, evil Zoot!",1
810,She is a bad person and must pay the penalty!,1
811,Do you think this scene should have been cut?,2
812,"We were so worried when the boys were writing it, but now, we're glad.",2
813,"It's better than some of the previous scenes, I think.",2
814, At least ours was better visually.,2
815," Well, at least ours was committed.",2
816,It wasn't just a string of pussy jokes.,2
817, Get on with it.,1
818," Yes, get on with it!",1
819," Yes, get on with it!",1
820," Oh, I am enjoying this scene.",4
821, Get on with it!,1
822, [sigh],0
823,"Oh, wicked, wicked Zoot.",1
824,"Oh, she is a naughty person and she must pay the penalty,",1
825,,1
826,you must tie her down on a bed and spank her.,1
827, A spanking!,5
828,A spanking!,5
829," You must spank her well, and after you have spanked her, you may deal with her as you like,",1
830,"and then, spank me.",1
831, And spank me.,3
832, And me.,3
833, And me.,3
834, Yes.,4
835,"Yes, you must give us all a good spanking!",4
836, A spanking!,3
837,A spanking!,3
838,There is going to be a spanking tonight!,4
839," And after the spanking, the oral sex.",4
840, The oral sex!,4
841,The oral sex!,4
842," Well, I could stay a bit longer.",4
843, Sir Galahad!,3
844," Oh, hello.",4
845, Quick!,3
846, What?,3
847, Quick!,3
848, Why?,3
849, You are in great peril!,1
850," No, he isn't.",1
851," Silence, foul temptress!",1
852," You know, she's got a point.",4
853, Come on!,3
854,We will cover your escape!,1
855," Look, I'm fine!",4
856, Come on!,3
857, Sir Galahad!,3
858, No.,1
859,"Look, I can tackle this lot single-handed!",1
860, Yes!,4
861,Let him tackle us single-handed!,4
862, Yes!,4
863,Let him tackle us single-handed!,4
864," No, Sir Galahad. Come on!",1
865, No!,1
866,Really!,5
867,"Honestly, I can cope.",4
868,I can handle this lot easily.,4
869," Oh, yes.",4
870,Let him handle us easily.,4
871, Yes.,4
872,Let him handle us easily.,4
873, No.,1
874,Quick!,3
875,Quick!,3
876, Please!,1
877,I can defeat them!,4
878,There's only a hundred-and-fifty of them!,2
879, Yes!,4
880,"Yes, he will beat us easily!",1
881,We haven't a chance.,1
882, We haven't a chance.,1
883,He will beat us easily...,1
884," Oh, shit.",1
885, We were in the nick of time.,4
886,You were in great peril.,1
887, I don't think I was.,1
888," Yes, you were.",4
889,You were in terrible peril.,1
890," Look, let me go back in there and face the peril.",1
891," No, it's too perilous.",1
892," Look, it's my duty as a knight to sample as much peril as I can.",2
893," No, we've got to find the Holy Grail.",1
894,Come on!,3
895," Oh, let me have just a little bit of peril?",4
896, No.,1
897,It's unhealthy.,1
898, I bet you're gay.,2
899," No, I'm not.",1
900," Sir Lancelot had saved Sir Galahad from almost certain temptation, but they were still no nearer the Grail.",0
901,"Meanwhile, King Arthur and Sir Bedevere, not more than a swallow's flight away, had discovered something.",4
902,"Oh, that's an unladen swallow's flight, obviously.",4
903,"I mean, they were more than two laden swallows' flights away--",4
904,"four, really, if they had a coconut on a line between them.",4
905,"I mean, if the birds were walking and dragging--",4
906, Get on with it!,1
907," Oh, anyway.",0
908,"On to scene twenty-four, which is a smashing scene with some lovely acting, in which Arthur discovers a vital clue,",0
909,"and in which there aren't any swallows, although I think you can hear a starling-- oooh!",0
910, A Rather Silly Old Man Directs Arthur to an Enchanter,0
911," Heh, hee ha ha hee hee!",5
912,Hee hee hee ha ha ha...,5
913," And this enchanter of whom you speak, he has seen the Grail?",3
914, ...Ha ha ha ha!,5
915,"Heh, hee ha ha hee!",5
916,Ha hee ha!,5
917,Ha ha ha ha...,5
918, Where does he live?,3
919, ...Heh heh heh heh...,5
920," Old man, where does he live?",3
921, ...Hee ha ha ha.,5
922,"He knows of a cave, a cave which no man has entered.",3
923, And the Grail.,3
924,The Grail is there?,3
925," There is much danger, for beyond the cave lies the Gorge of Eternal Peril, which no man has ever crossed.",1
926, But the Grail!,5
927,Where is the Grail?!,3
928, Seek you the Bridge of Death.,3
929," The Bridge of Death, which leads to the Grail?",3
930," Heh, hee hee hee hee!",5
931,Ha ha ha ha ha! Hee ha ha...,5
932, Knights With A Repetitive Tendency to Repetively Say Ni Repetively,0
933, Ni!,1
934, Ni!,1
935,Ni!,1
936,Ni!,1
937,Ni!,1
938,Ni!,1
939, Who are you?,3
940, We are the Knights Who Say... 'Ni'!,3
941, Ni!,1
942, No!,1
943,Not the Knights Who Say 'Ni'!,1
944, The same!,3
945, Who are they?,3
946," We are the keepers of the sacred words: 'Ni', 'Peng', and 'Neee-wom'!",3
947, Neee-wom!,3
948, Those who hear them seldom live to tell the tale.,1
949, The Knights Who Say 'Ni' demand a sacrifice.,1
950," Knights of Ni, we are but simple travellers who seek the enchanter who lives beyond these woods.",1
951, Ni!,1
952, Ni!,1
953,Ni!,1
954,Ni!,1
955,Ni!,1
956,Ni!...,1
957, Ow!,5
958,Ow!,5
959,Ow!,5
960,Agh!,5
961, We shall say 'ni' again to you if you do not appease us.,1
962," Well, what is it you want?",3
963, We want... a shrubbery!,4
964, A what?,3
965, Ni!,1
966,Ni!,1
967,Ni!,1
968,Ni!,1
969, Ow!,5
970,Oh!,5
971, Please!,4
972,Please!,4
973,No more!,1
974,We will find you a shrubbery.,4
975," You must return here with a shrubbery, or else, you will never pass through this wood... alive.",1
976," O Knights of Ni, you are just and fair, and we will return with a shrubbery.",4
977, One that looks nice.,4
978, Of course.,4
979, And not too expensive.,4
980, Yes.,4
981, Now... go!,3
982, Hmm hmm--,0
983,Oh! Great Scott! Hm. Hmm.,0
984,Hm! Hmm.,0
985,Ohh!,0
986," Ay, up! Thsss.",0
987,"Ayy, up!",5
988,Thsss.,0
989,"Ayy, up!",5
990, Stop that!,1
991,Stop that!,1
992," Ay, up!",5
993, Stop that!,1
994,Look on!,1
995,Clear off!,1
996,Go on!,1
997,Go away!,1
998,Go away!,1
999,Go away!,1
1000,And you!,1
1001,Clear off!,1
1002, [mumble mumble mumble],0
1003, Hah.,5
1004,Bloody weather.,1
1005, Swamps Suck Castles,0
1006, The Tale of Sir Lancelot.,0
1007," One day, lad, all this will be yours!",4
1008," What, the curtains?",2
1009, No.,1
1010,"Not the curtains, lad.",1
1011,"All that you can see, stretched out over the hills and valleys of this land!",4
1012,"This'll be your kingdom, lad.",4
1013, But Mother--,1
1014," Father, lad.",3
1015,Father.,3
1016," B-- b-- but Father, I don't want any of that.",1
1017," Listen, lad.",3
1018,I built this kingdom up from nothing.,1
1019,"When I started here, all there was was swamp. Other kings said I was daft to build a castle on a swamp, but I built it all the same, just to show 'em.",1
1020,It sank into the swamp.,1
1021,"So, I built a second one.",3
1022,That sank into the swamp.,1
1023,"So, I built a third one.",3
1024,"That burned down, fell over, then sank into the swamp, but the fourth one... stayed up!",1
1025, the strongest castle in these islands.,4
1026, But I don't want any of that. I'd rather--,1
1027, Rather what?!,3
1028, I'd rather...,3
1029,...just... sing!,4
1030, Stop that!,1
1031,Stop that!,1
1032,You're not going into a song while I'm here.,1
1033,"Now listen, lad.",3
1034,"In twenty minutes, you're getting married to a girl whose father owns the biggest tracts of open land in Britain.",4
1035, B-- but I don't want land.,1
1036," Listen, Alice,--",3
1037, Herbert.,3
1038, 'Erbert.,3
1039,We live in a bloody swamp.,1
1040,We need all the land we can get.,1
1041, But-- but I don't like her.,1
1042, Don't like her?!,1
1043,What's wrong with her?!,3
1044,She's beautiful.,4
1045,She's rich.,4
1046,She's got huge... tracts o' land!,4
1047," I know, but I want the-- the girl that I marry to have... [music] ...a certain,... special... something!",4
1048, Cut that out!,1
1049,Cut that out!,1
1050,"Look, you're marrying Princess Lucky, so you'd better get used to the idea! [smack]",1
1051,Guards! Make sure the Prince doesn't leave this room until I come and get him.,1
1052, Not to leave the room even if you come and get him.,2
1053, Hic!,5
1054," No, no.",1
1055,Until I come and get him.,3
1056," Until you come and get him, we're not to enter the room.",1
1057," No, no, no.",1
1058,You stay in the room and make sure he doesn't leave.,3
1059, And you'll come and get him.,3
1060, Hic!,5
1061, Right.,4
1062, We don't need to do anything apart from just stop him entering the room.,1
1063," No, no leaving the room.",1
1064, Leaving the room.,1
1065,Yes. [sniff],4
1066, All right?,3
1067, Right.,3
1068, Hic!,5
1069, Right.,3
1070," Oh, if-- if-- if, uhh-- if-- if-- w-- ehh-- i-- if-- if we--",3
1071, Yes?,3
1072,What is it?,3
1073," Oh, i-- if-- i-- oh--",3
1074," Look, it's quite simple.",3
1075, Uh...,3
1076, You just stay here and make sure 'e doesn't leave the room.,1
1077,All right?,3
1078, Hic!,5
1079, Right.,3
1080," Oh, I remember.",4
1081,"Uhh, can he leave the room with us?",4
1082," N-- no, no.",1
1083,"No, you just keep him in here and make sure he--",1
1084," Oh, yes.",4
1085,"We'll keep him in here, obviously, but if he had to leave and we were with him--",4
1086," No, no, no, no.",1
1087,Just keep him in here--,1
1088, Until you or anyone else--,3
1089," No, not anyone else.",1
1090,Just me.,3
1091, Just you.,3
1092, Hic!,5
1093, Get back.,3
1094, Get back.,3
1095, All right?,3
1096, Right.,3
1097,We'll stay here until you get back.,4
1098, Hic!,5
1099," And, uh, make sure he doesn't leave.",1
1100, What?,3
1101, Make sure 'e doesn't leave.,1
1102, The Prince?,3
1103, Yes. Make sure 'e doesn't leave.,1
1104," Oh, yes, of course.",4
1105, Hic!,5
1106, Ah. I thought you meant him.,1
1107,"You know, it seemed a bit daft me havin' to guard him when he's a guard.",1
1108, Is that clear?,3
1109, Hic!,5
1110," Oh, quite clear.",4
1111,No problems.,4
1112, Right.,3
1113,Where are you going?,3
1114, We're coming with you.,3
1115," No, no. I want you to stay here and make sure 'e doesn't leave.",1
1116," Oh, I see.",3
1117,Right.,3
1118, But Father!,5
1119," Shut your noise, you!",1
1120,And get that suit on! [music],1
1121,And no singing!,1
1122, Hic!,5
1123," Oh, go and get a glass of water. [clank]",1
1124, Concorde Takes One For the Gipper,0
1125," Well taken, Concorde!",4
1126," Thank you, sir! Most kind.",4
1127, And again!,4
1128,Over we go!,4
1129,Good.,4
1130,Steady!,3
1131,"And now, the big one!",4
1132,"Uuh! Come on, Concorde! [thwonk]",3
1133," Message for you, sir. [fwump]",3
1134, Concorde!,3
1135,Concorde!,3
1136,Speak to me!,3
1137," I have been imprisoned by my father, who wishes me to marry against my will.",1
1138,"Please, please, please come and rescue me.",3
1139,I am in the Tall Tower of Swamp Castle.',3
1140,At last!,5
1141,A call!,5
1142,A cry of distress!,5
1143,This could be the sign that leads us to the Holy Grail!,4
1144,"Brave, brave Concorde, you shall not have died in vain!",1
1145," Uh, I'm-- I'm not quite dead, sir.",4
1146," Well, you shall not have been mortally wounded in vain!",2
1147," I-- I-- I think I c-- I could pull through, sir.",4
1148," Oh, I see.",3
1149," Actually, I think I'm all right to come with you, sir--",4
1150," No, no, sweet Concorde!",1
1151,Stay here!,3
1152,I will send help as soon as I have accomplished a daring and heroic rescue in my own particular...,4
1153," Idiom, sir?",3
1154, Idiom!,5
1155," No, I feel fine, actually, sir.",4
1156," Farewell, sweet Concorde!",4
1157," I'll, um-- I'll just stay here, then.",4
1158,"Shall I, sir?",3
1159,Yeah.,4
1160, Lancelot Saves a Beautiful and Melodious errr Prince?,0
1161, [giggling],0
1162, 'Morning!,5
1163, 'Morning.,5
1164, Oooh.,5
1165, [ptoo] [drum roll],0
1166, Ha ha! Hiyya!,5
1167, Hey!,5
1168," Hiyya!, Ha!, etc.",5
1169, [giggling],0
1170, Ha ha! Huy!,5
1171, Uuh! Aaah!,5
1172, Ha ha!,5
1173,And take this!,5
1174,Aah!,5
1175,Hiyah!,5
1176,Aah!,5
1177,Aaah!,5
1178,Hyy!,5
1179,Hya!,5
1180,Hiyya!,5
1181,Ha!...,5
1182," Now, you're not allowed to enter the room-- aaugh!",1
1183," O fair one, behold your humble servant, Sir Lancelot of Camelot.",4
1184,I have come to take y--,4
1185,"Oh, I'm terribly sorry.",1
1186, You got my note!,4
1187," Uh, well, I-- I got, uh, a note.",1
1188, You've come to rescue me!,4
1189," Uh, well, no.",1
1190,"You see, I hadn't--",1
1191, I knew someone would.,4
1192,I knew that somewhere out there...,4
1193," Well, I--",1
1194, ...there must be... someone...,4
1195, Stop that!,1
1196,Stop that!,1
1197,Stop it!,1
1198,Stop it!,1
1199,Who are you?,3
1200, I'm your son!,3
1201," No, not you.",1
1202," Uh, I am Sir Lancelot, sir.",3
1203," He's come to rescue me, Father.",4
1204," Well, let's not jump to conclusions.",2
1205, Did you kill all those guards?,3
1206," Uh... Oh, yes. Sorry.",1
1207, They cost fifty pounds each!,3
1208," Well, I'm awfully sorry.",1
1209,"Um, I really can explain everything.",1
1210," Don't be afraid of him, Sir Lancelot.",4
1211,I've got a rope all ready.,4
1212, You killed eight wedding guests in all!,1
1213," Well, uh, you see, the thing is, I thought your son was a lady.",1
1214, I can understand that.,2
1215," Hurry, Sir Lancelot!",5
1216,Hurry!,5
1217, Shut up!,1
1218,"You only killed the bride's father, that's all!",2
1219," Well, I really didn't mean to...",1
1220, Didn't mean to?!,2
1221,You put your sword right through his head!,2
1222," Oh, dear.",1
1223,Is he all right?,3
1224, You even kicked the bride in the chest!,1
1225,This is going to cost me a fortune!,1
1226," Well, I can explain.",1
1227,"I was in the forest, um, riding north from Camelot, when I got this note, you see--",3
1228, Camelot?,3
1229,"Are you from, uh, Camelot?",3
1230," Hurry, Sir Lancelot!",5
1231," Uh, I am a Knight of King Arthur, sir.",3
1232," Very nice castle, Camelot.",4
1233,"Uh, very good pig country.",4
1234, Is it?,3
1235, Hurry!,5
1236,I'm ready!,5
1237," Would you, uh, like to come and have a drink?",3
1238," Well, that-- that's, uh, awfully nice of you,...",4
1239, I am ready!,5
1240," ...um, I mean to be so understanding. [thonk]",4
1241,"Um,...",3
1242, Oooh!,5
1243," ...I'm afraid when I'm in this idiom, I sometimes get a bit, uh, sort of carried away.",1
1244," Oh, don't worry about that.",4
1245, Oooh! [splat],5
1246, You Can't Stop a... errrr Prince?... From Singing,0
1247, [crying],0
1248," Well, this is the main hall.",3
1249,"We're going to have all this knocked through and made into one big, uh, living room.",3
1250, There he is!,5
1251," Oh, bloody hell. [exciting music]",1
1252, Ha ha ha! Hey!,5
1253,Ha ha!,5
1254, Hold it!,5
1255,Stop it!,5
1256,Hold it!,5
1257,Hold it!,5
1258,Hold it!,5
1259,Hold it!,5
1260,Hold it!,5
1261,Please!,5
1262," Sorry, sorry.",1
1263,You see what I mean?,3
1264,I just get carried away.,3
1265,I'm really most awfully sorry.,1
1266,Sorry!,1
1267,"Sorry, everyone.",1
1268, He's killed the best man!,1
1269, [yelling],0
1270, Hold it!,5
1271,Hold it!,5
1272,Please!,5
1273,Hold it!,5
1274,"This is Sir Lancelot from the Court of Camelot, a very brave and influential knight, and my special guest here today.",4
1275, Hello.,4
1276, He killed my auntie!,1
1277, [yelling],0
1278, Please!,5
1279,Please!,5
1280,This is supposed to be a happy occasion!,4
1281,Let's not bicker and argue about who killed who.,1
1282,We are here today to witness the union of two young people in the joyful bond of the holy wedlock.,4
1283,"Unfortunately, one of them, my son Herbert, has just fallen to his death.",1
1284, Oh!,5
1285,"Oh, no!",5
1286," But I don't want to think I've not lost a son, so much as... gained a daughter! [clap clap clap]",4
1287,"For, since the tragic death of her father--",4
1288, He's not quite dead!,4
1289, Since the near fatal wounding of her father--,2
1290, He's getting better!,4
1291," For, since her own father, who, when he seemed about to recover, suddenly felt the icy hand of death upon him.",1
1292, Uugh!,5
1293," Oh, he's died!",1
1294," And I want his only daughter to look upon me as her old dad, in a very real and legally binding sense. [clap clap clap]",4
1295,"And I feel sure that the merger-- er, the union between the Princess and the brave, but dangerous, Sir Lancelot of Camelot--",1
1296, What?,3
1297, Look!,5
1298,The dead Prince!,5
1299, Oooh!,5
1300,The dead Prince!,5
1301, He's not quite dead.,4
1302," No, I feel much better.",4
1303," You fell out of the Tall Tower, you creep!",1
1304," No, I was saved at the last minute.",4
1305, How?!,3
1306," Well, I'll tell you. [music]",3
1307, Not like that!,1
1308,Not like that!,1
1309,No!,1
1310,Stop it!,1
1311, [singing] He's going to tell!,3
1312,He's going to tell!...,3
1313, Shut uuup!,1
1314, [singing] He's going to tell!...,3
1315, Shut up!,1
1316, [singing] He's going to tell!...,3
1317, Shut up!,1
1318, [singing] He's going to tell!...,3
1319, Not like that!,1
1320, [singing] He's going to tell!,3
1321,He's going to tell!,3
1322,He's going to tell!,3
1323,He's going to tell!...,3
1324," Quickly, sir!",3
1325, [singing] He's going to tell!...,3
1326, Come this way!,3
1327, [singing] He's going to tell!,3
1328,He's going to tell!...,3
1329, No!,1
1330,It's not right for my idiom!,1
1331, [singing] He's going to tell about his great escape...,3
1332, I must escape more... [sigh],1
1333," [singing] Oh, he fell a long, long way,...",1
1334," Dramatically, sir?",3
1335, Dramatically!,5
1336, [singing] But he's here with us today...,4
1337, Heee! Hoa! [crash] Hoo!,5
1338, [singing] What a wonderful escape!,4
1339, Excuse me.,3
1340,"Could, uh-- could somebody give me a push, please?",3
1341, How to Find that Perfect Shrubbery,0
1342, Old crone! [rewr!],1
1343, Who sent you?,3
1344, The Knights Who Say 'Ni'.,3
1345, Aggh!,5
1346,No!,1
1347,Never!,1
1348,We have no shrubberies here.,1
1349," If you do not tell us where we can buy a shrubbery, my friend and I will say... we will say... 'ni'.",1
1350, Agh!,5
1351,Do your worst,1
1352, Very well!,3
1353,"If you will not assist us voluntarily,...",1
1354,ni!,1
1355, No!,1